ASK RESULTS,,,,,,,
90,TN: 72 Ask: Verb:548-84159224-845169,TN: 68 Ask: Verb:548-84159224-845169,TN: 67 Ask: Verb:548-84159224-845169,TN: 70 Ask: Verb:548-84159224-845169,TN: 70 Ask: Verb:548-84159224-845169,TN: 70 Ask: Verb:548-84159224-845169,TN: 70 Ask: Verb:548-84159224-845169
91,TN: 73 Ask: Verb:sold,TN: 69 Ask: Verb:sold,TN: 68 Ask: Verb:sold,TN: 71 Ask: Verb:sold,TN: 71 Ask: Verb:sold,TN: 71 Ask: Verb:sold,TN: 71 Ask: Verb:sold
92,TN: 74 Ask: Verb:terms,TN: 70 Ask: Verb:terms,TN: 69 Ask: Verb:terms,TN: 72 Ask: Verb:terms,TN: 72 Ask: Verb:terms,TN: 72 Ask: Verb:terms,TN: 72 Ask: Verb:terms
93,TN: 75 Ask: Verb:conditions,TN: 71 Ask: Verb:conditions,TN: 70 Ask: Verb:conditions,TN: 73 Ask: Verb:conditions,TN: 73 Ask: Verb:conditions,TN: 73 Ask: Verb:conditions,TN: 73 Ask: Verb:conditions
94,FN: 17 Ask: Verb:send,FP: 8 Ask:GIVE Verb:send,TP: 13 Ask:PERFORM Verb:send,TP: 11 Ask:PERFORM Verb:send,TP: 12 Ask:PERFORM Verb:send,TP: 12 Ask:PERFORM Verb:send,TP: 12 Ask:PERFORM Verb:send
95,TP: 1 Ask:PERFORM Verb:do,FN: 14 Ask: Verb:do,FN: 6 Ask: Verb:do,FN: 8 Ask: Verb:do,FN: 7 Ask: Verb:do,FN: 7 Ask: Verb:do,FN: 7 Ask: Verb:do
96,TN: 76 Ask: Verb:lose,TN: 72 Ask: Verb:lose,TN: 71 Ask: Verb:lose,TN: 74 Ask: Verb:lose,TN: 74 Ask: Verb:lose,TN: 74 Ask: Verb:lose,TN: 74 Ask: Verb:lose
97,TN: 77 Ask: Verb:won,TN: 73 Ask: Verb:won,TN: 72 Ask: Verb:won,TN: 75 Ask: Verb:won,TN: 75 Ask: Verb:won,TN: 75 Ask: Verb:won,TN: 75 Ask: Verb:won
98,TN: 78 Ask: Verb:have,TN: 74 Ask: Verb:have,TN: 73 Ask: Verb:have,TN: 76 Ask: Verb:have,TN: 76 Ask: Verb:have,TN: 76 Ask: Verb:have,TN: 76 Ask: Verb:have
99,FN: 18 Ask: Verb:respond,FN: 15 Ask: Verb:respond,TP: 14 Ask:PERFORM Verb:respond,TP: 12 Ask:PERFORM Verb:respond,TP: 13 Ask:PERFORM Verb:respond,TP: 13 Ask:PERFORM Verb:respond,TP: 13 Ask:PERFORM Verb:respond
100,TN: 79 Ask: Verb:star,TN: 75 Ask: Verb:star,TN: 74 Ask: Verb:star,TN: 77 Ask: Verb:star,TN: 77 Ask: Verb:star,TN: 77 Ask: Verb:star,TN: 77 Ask: Verb:star
101,TN: 80 Ask: Verb:be,TN: 76 Ask: Verb:be,TN: 75 Ask: Verb:be,TN: 78 Ask: Verb:be,TN: 78 Ask: Verb:be,TN: 78 Ask: Verb:be,TN: 78 Ask: Verb:be
102,TN: 81 Ask: Verb:featured,TN: 77 Ask: Verb:featured,TN: 76 Ask: Verb:featured,TN: 79 Ask: Verb:featured,TN: 79 Ask: Verb:featured,TN: 79 Ask: Verb:featured,TN: 79 Ask: Verb:featured
103,TN: 82 Ask: Verb:win,TN: 78 Ask: Verb:win,TN: 77 Ask: Verb:win,TN: 80 Ask: Verb:win,TN: 80 Ask: Verb:win,TN: 80 Ask: Verb:win,TN: 80 Ask: Verb:win
104,TN: 83 Ask: Verb:pets,TN: 79 Ask: Verb:pets,TN: 78 Ask: Verb:pets,TN: 81 Ask: Verb:pets,TN: 81 Ask: Verb:pets,TN: 81 Ask: Verb:pets,TN: 81 Ask: Verb:pets
105,TN: 84 Ask: Verb:brought,FP: 9 Ask:PERFORM Verb:brought,FP: 7 Ask:PERFORM Verb:brought,TN: 82 Ask: Verb:brought,TN: 82 Ask: Verb:brought,TN: 82 Ask: Verb:brought,TN: 82 Ask: Verb:brought
106,TN: 85 Ask: Verb:is,TN: 80 Ask: Verb:is,TN: 79 Ask: Verb:is,TN: 83 Ask: Verb:is,TN: 83 Ask: Verb:is,TN: 83 Ask: Verb:is,TN: 83 Ask: Verb:is
107,TN: 86 Ask: Verb:DogsAreFun.com,TN: 81 Ask: Verb:DogsAreFun.com,TN: 80 Ask: Verb:DogsAreFun.com,TN: 84 Ask: Verb:DogsAreFun.com,TN: 84 Ask: Verb:DogsAreFun.com,TN: 84 Ask: Verb:DogsAreFun.com,TN: 84 Ask: Verb:DogsAreFun.com
108,TN: 87 Ask: Verb:contest,TN: 82 Ask: Verb:contest,TN: 81 Ask: Verb:contest,TN: 85 Ask: Verb:contest,TN: 85 Ask: Verb:contest,TN: 85 Ask: Verb:contest,TN: 85 Ask: Verb:contest
109,TN: 88 Ask: Verb:this,TN: 83 Ask: Verb:this,TN: 82 Ask: Verb:this,TN: 86 Ask: Verb:this,TN: 86 Ask: Verb:this,TN: 86 Ask: Verb:this,TN: 86 Ask: Verb:this
110,FN: 19 Ask: Verb:enter,FN: 16 Ask: Verb:enter,FN: 7 Ask: Verb:enter,FN: 9 Ask: Verb:enter,FN: 8 Ask: Verb:enter,FN: 8 Ask: Verb:enter,FN: 8 Ask: Verb:enter
111,TN: 89 Ask: Verb:have,TN: 84 Ask: Verb:have,TN: 83 Ask: Verb:have,TN: 87 Ask: Verb:have,TN: 87 Ask: Verb:have,TN: 87 Ask: Verb:have,TN: 87 Ask: Verb:have
112,TN: 90 Ask: Verb:featured,TN: 85 Ask: Verb:featured,TN: 84 Ask: Verb:featured,TN: 88 Ask: Verb:featured,TN: 88 Ask: Verb:featured,TN: 88 Ask: Verb:featured,TN: 88 Ask: Verb:featured
113,TN: 91 Ask: Verb:plus,TN: 86 Ask: Verb:plus,TN: 85 Ask: Verb:plus,TN: 89 Ask: Verb:plus,TN: 89 Ask: Verb:plus,TN: 89 Ask: Verb:plus,TN: 89 Ask: Verb:plus
114,TN: 92 Ask: Verb:by,TN: 87 Ask: Verb:by,TN: 86 Ask: Verb:by,TN: 90 Ask: Verb:by,TN: 90 Ask: Verb:by,TN: 90 Ask: Verb:by,TN: 90 Ask: Verb:by
115,FN: 20 Ask: Verb:enter,FN: 17 Ask: Verb:enter,FN: 8 Ask: Verb:enter,FN: 10 Ask: Verb:enter,FN: 9 Ask: Verb:enter,FN: 9 Ask: Verb:enter,FN: 9 Ask: Verb:enter
116,FN: 21 Ask: Verb:submit,FN: 18 Ask: Verb:submit,FN: 9 Ask: Verb:submit,FN: 11 Ask: Verb:submit,FN: 10 Ask: Verb:submit,FN: 10 Ask: Verb:submit,FN: 10 Ask: Verb:submit
117,TN: 93 Ask: Verb:all,TN: 88 Ask: Verb:all,TN: 87 Ask: Verb:all,TN: 91 Ask: Verb:all,TN: 91 Ask: Verb:all,TN: 91 Ask: Verb:all,TN: 91 Ask: Verb:all
118,TN: 94 Ask: Verb:categories,TN: 89 Ask: Verb:categories,TN: 88 Ask: Verb:categories,TN: 92 Ask: Verb:categories,TN: 92 Ask: Verb:categories,TN: 92 Ask: Verb:categories,TN: 92 Ask: Verb:categories
119,TN: 95 Ask: Verb:following,TN: 90 Ask: Verb:following,TN: 89 Ask: Verb:following,TN: 93 Ask: Verb:following,TN: 93 Ask: Verb:following,TN: 93 Ask: Verb:following,TN: 93 Ask: Verb:following
120,TN: 96 Ask: Verb:dog,TN: 91 Ask: Verb:dog,TN: 90 Ask: Verb:dog,TN: 94 Ask: Verb:dog,TN: 94 Ask: Verb:dog,TN: 94 Ask: Verb:dog,TN: 94 Ask: Verb:dog
121,TN: 97 Ask: Verb:presented,TN: 92 Ask: Verb:presented,TN: 91 Ask: Verb:presented,TN: 95 Ask: Verb:presented,TN: 95 Ask: Verb:presented,TN: 95 Ask: Verb:presented,TN: 95 Ask: Verb:presented
122,TN: 98 Ask: Verb:get,TN: 93 Ask: Verb:get,TN: 92 Ask: Verb:get,TN: 96 Ask: Verb:get,TN: 96 Ask: Verb:get,TN: 96 Ask: Verb:get,TN: 96 Ask: Verb:get
123,TN: 99 Ask: Verb:presented,TN: 94 Ask: Verb:presented,TN: 93 Ask: Verb:presented,TN: 97 Ask: Verb:presented,TN: 97 Ask: Verb:presented,TN: 97 Ask: Verb:presented,TN: 97 Ask: Verb:presented
124,TN: 100 Ask: Verb:sleeping,TN: 95 Ask: Verb:sleeping,TN: 94 Ask: Verb:sleeping,TN: 98 Ask: Verb:sleeping,TN: 98 Ask: Verb:sleeping,TN: 98 Ask: Verb:sleeping,TN: 98 Ask: Verb:sleeping
125,TN: 101 Ask: Verb:pick,TN: 96 Ask: Verb:pick,TN: 95 Ask: Verb:pick,TN: 99 Ask: Verb:pick,TN: 99 Ask: Verb:pick,TN: 99 Ask: Verb:pick,TN: 99 Ask: Verb:pick
126,FN: 22 Ask: Verb:submit,FN: 19 Ask: Verb:submit,FN: 10 Ask: Verb:submit,FN: 12 Ask: Verb:submit,FN: 11 Ask: Verb:submit,FN: 11 Ask: Verb:submit,FN: 11 Ask: Verb:submit
127,FN: 23 Ask: Verb:vote,FP: 10 Ask:GIVE Verb:vote,FP: 8 Ask:GIVE Verb:vote,FP: 4 Ask:GIVE Verb:vote,FP: 4 Ask:GIVE Verb:vote,FP: 4 Ask:GIVE Verb:vote,FP: 4 Ask:GIVE Verb:vote
128,TN: 102 Ask: Verb:three,TN: 97 Ask: Verb:three,TN: 96 Ask: Verb:three,TN: 100 Ask: Verb:three,TN: 100 Ask: Verb:three,TN: 100 Ask: Verb:three,TN: 100 Ask: Verb:three
129,TN: 103 Ask: Verb:winners,TN: 98 Ask: Verb:winners,TN: 97 Ask: Verb:winners,TN: 101 Ask: Verb:winners,TN: 101 Ask: Verb:winners,TN: 101 Ask: Verb:winners,TN: 101 Ask: Verb:winners
130,TN: 104 Ask: Verb:are,TN: 99 Ask: Verb:are,TN: 98 Ask: Verb:are,TN: 102 Ask: Verb:are,TN: 102 Ask: Verb:are,TN: 102 Ask: Verb:are,TN: 102 Ask: Verb:are
131,TN: 105 Ask: Verb:waiting,TN: 100 Ask: Verb:waiting,TN: 99 Ask: Verb:waiting,TN: 103 Ask: Verb:waiting,TN: 103 Ask: Verb:waiting,TN: 103 Ask: Verb:waiting,TN: 103 Ask: Verb:waiting
132,FP: 3 Ask:PERFORM Verb:ends,TN: 101 Ask: Verb:ends,TN: 100 Ask: Verb:ends,TN: 104 Ask: Verb:ends,TN: 104 Ask: Verb:ends,TN: 104 Ask: Verb:ends,TN: 104 Ask: Verb:ends
133,FN: 24 Ask: Verb:starts,FN: 20 Ask: Verb:starts,TP: 15 Ask:PERFORM Verb:starts,TP: 13 Ask:PERFORM Verb:starts,TP: 14 Ask:PERFORM Verb:starts,TP: 14 Ask:PERFORM Verb:starts,TP: 14 Ask:PERFORM Verb:starts
134,TN: 106 Ask: Verb:reserved,TN: 102 Ask: Verb:reserved,TN: 101 Ask: Verb:reserved,TN: 105 Ask: Verb:reserved,TN: 105 Ask: Verb:reserved,TN: 105 Ask: Verb:reserved,TN: 105 Ask: Verb:reserved
135,TN: 107 Ask: Verb:©,TN: 103 Ask: Verb:©,TN: 102 Ask: Verb:©,TN: 106 Ask: Verb:©,TN: 106 Ask: Verb:©,TN: 106 Ask: Verb:©,TN: 106 Ask: Verb:©
136,TN: 108 Ask: Verb:media,TN: 104 Ask: Verb:media,TN: 103 Ask: Verb:media,TN: 107 Ask: Verb:media,TN: 107 Ask: Verb:media,TN: 107 Ask: Verb:media,TN: 107 Ask: Verb:media
137,TN: 109 Ask: Verb:|,TN: 105 Ask: Verb:|,TN: 104 Ask: Verb:|,TN: 108 Ask: Verb:|,TN: 108 Ask: Verb:|,TN: 108 Ask: Verb:|,TN: 108 Ask: Verb:|
138,TN: 110 Ask: Verb:avenue,TN: 106 Ask: Verb:avenue,TN: 105 Ask: Verb:avenue,TN: 109 Ask: Verb:avenue,TN: 109 Ask: Verb:avenue,TN: 109 Ask: Verb:avenue,TN: 109 Ask: Verb:avenue
139,TN: 111 Ask: Verb:intended,TN: 107 Ask: Verb:intended,TN: 106 Ask: Verb:intended,TN: 110 Ask: Verb:intended,TN: 110 Ask: Verb:intended,TN: 110 Ask: Verb:intended,TN: 110 Ask: Verb:intended
140,TN: 112 Ask: Verb:was,TN: 108 Ask: Verb:was,TN: 107 Ask: Verb:was,TN: 111 Ask: Verb:was,TN: 111 Ask: Verb:was,TN: 111 Ask: Verb:was,TN: 111 Ask: Verb:was
141,TN: 113 Ask: Verb:policy,TN: 109 Ask: Verb:policy,TN: 108 Ask: Verb:policy,TN: 112 Ask: Verb:policy,TN: 112 Ask: Verb:policy,TN: 112 Ask: Verb:policy,TN: 112 Ask: Verb:policy
142,TN: 114 Ask: Verb:|,TN: 110 Ask: Verb:|,TN: 109 Ask: Verb:|,TN: 113 Ask: Verb:|,TN: 113 Ask: Verb:|,TN: 113 Ask: Verb:|,TN: 113 Ask: Verb:|
143,FN: 25 Ask: Verb:unsubscribe,FN: 21 Ask: Verb:unsubscribe,FN: 11 Ask: Verb:unsubscribe,FN: 13 Ask: Verb:unsubscribe,FN: 12 Ask: Verb:unsubscribe,FN: 12 Ask: Verb:unsubscribe,FN: 12 Ask: Verb:unsubscribe
144,FN: 26 Ask: Verb:view,TP: 3 Ask:PERFORM Verb:view,TP: 16 Ask:PERFORM Verb:view,TP: 14 Ask:PERFORM Verb:view,TP: 15 Ask:PERFORM Verb:view,TP: 15 Ask:PERFORM Verb:view,TP: 15 Ask:PERFORM Verb:view
145,TN: 115 Ask: Verb:receive,TN: 111 Ask: Verb:receive,FP: 9 Ask:PERFORM Verb:receive,FP: 5 Ask:PERFORM Verb:receive,FP: 5 Ask:PERFORM Verb:receive,FP: 5 Ask:PERFORM Verb:receive,FP: 5 Ask:PERFORM Verb:receive
146,TN: 116 Ask: Verb:is,TN: 112 Ask: Verb:is,TN: 110 Ask: Verb:is,TN: 114 Ask: Verb:is,TN: 114 Ask: Verb:is,TN: 114 Ask: Verb:is,TN: 114 Ask: Verb:is
147,FP: 4 Ask:PERFORM Verb:done,TN: 113 Ask: Verb:done,TN: 111 Ask: Verb:done,TN: 115 Ask: Verb:done,TN: 115 Ask: Verb:done,TN: 115 Ask: Verb:done,TN: 115 Ask: Verb:done
148,TN: 117 Ask: Verb:assured,TN: 114 Ask: Verb:assured,TN: 112 Ask: Verb:assured,TN: 116 Ask: Verb:assured,TN: 116 Ask: Verb:assured,TN: 116 Ask: Verb:assured,TN: 116 Ask: Verb:assured
149,TN: 118 Ask: Verb:help,TN: 115 Ask: Verb:help,FP: 10 Ask:PERFORM Verb:help,FP: 6 Ask:PERFORM Verb:help,FP: 6 Ask:PERFORM Verb:help,FP: 6 Ask:PERFORM Verb:help,FP: 6 Ask:PERFORM Verb:help
150,TN: 119 Ask: Verb:are,TN: 116 Ask: Verb:are,TN: 113 Ask: Verb:are,TN: 117 Ask: Verb:are,TN: 117 Ask: Verb:are,TN: 117 Ask: Verb:are,TN: 117 Ask: Verb:are
151,TN: 120 Ask: Verb:free,TN: 117 Ask: Verb:free,TN: 114 Ask: Verb:free,TN: 118 Ask: Verb:free,TN: 118 Ask: Verb:free,TN: 118 Ask: Verb:free,TN: 118 Ask: Verb:free
152,FN: 27 Ask: Verb:write,FN: 22 Ask: Verb:write,FN: 12 Ask: Verb:write,FN: 14 Ask: Verb:write,FN: 13 Ask: Verb:write,FN: 13 Ask: Verb:write,FN: 13 Ask: Verb:write
153,TN: 121 Ask: Verb:filing,TN: 118 Ask: Verb:filing,TN: 115 Ask: Verb:filing,TN: 119 Ask: Verb:filing,TN: 119 Ask: Verb:filing,TN: 119 Ask: Verb:filing,TN: 119 Ask: Verb:filing
154,TN: 122 Ask: Verb:sarah,TN: 119 Ask: Verb:sarah,TN: 116 Ask: Verb:sarah,TN: 120 Ask: Verb:sarah,TN: 120 Ask: Verb:sarah,TN: 120 Ask: Verb:sarah,TN: 120 Ask: Verb:sarah
155,FN: 28 Ask: Verb:send,FP: 11 Ask:GIVE Verb:send,TP: 17 Ask:PERFORM Verb:send,TP: 15 Ask:PERFORM Verb:send,TP: 16 Ask:PERFORM Verb:send,TP: 16 Ask:PERFORM Verb:send,TP: 16 Ask:PERFORM Verb:send
156,TN: 123 Ask: Verb:get,TN: 120 Ask: Verb:get,TN: 117 Ask: Verb:get,TN: 121 Ask: Verb:get,TN: 121 Ask: Verb:get,TN: 121 Ask: Verb:get,TN: 121 Ask: Verb:get
157,TN: 124 Ask: Verb:regards,TN: 121 Ask: Verb:regards,TN: 118 Ask: Verb:regards,TN: 122 Ask: Verb:regards,TN: 122 Ask: Verb:regards,TN: 122 Ask: Verb:regards,TN: 122 Ask: Verb:regards
158,TN: 125 Ask: Verb:linden,TN: 122 Ask: Verb:linden,TN: 119 Ask: Verb:linden,TN: 123 Ask: Verb:linden,TN: 123 Ask: Verb:linden,TN: 123 Ask: Verb:linden,TN: 123 Ask: Verb:linden
159,TN: 126 Ask: Verb:johnson,TN: 123 Ask: Verb:johnson,TN: 120 Ask: Verb:johnson,TN: 124 Ask: Verb:johnson,TN: 124 Ask: Verb:johnson,TN: 124 Ask: Verb:johnson,TN: 124 Ask: Verb:johnson
160,TN: 127 Ask: Verb:invitation,TN: 124 Ask: Verb:invitation,TN: 121 Ask: Verb:invitation,TN: 125 Ask: Verb:invitation,TN: 125 Ask: Verb:invitation,TN: 125 Ask: Verb:invitation,TN: 125 Ask: Verb:invitation
161,TN: 128 Ask: Verb:held,TN: 125 Ask: Verb:held,TN: 122 Ask: Verb:held,TN: 126 Ask: Verb:held,TN: 126 Ask: Verb:held,TN: 126 Ask: Verb:held,TN: 126 Ask: Verb:held
162,TN: 129 Ask: Verb:be,TN: 126 Ask: Verb:be,TN: 123 Ask: Verb:be,TN: 127 Ask: Verb:be,TN: 127 Ask: Verb:be,TN: 127 Ask: Verb:be,TN: 127 Ask: Verb:be
163,TN: 130 Ask: Verb:organized,TN: 127 Ask: Verb:organized,TN: 124 Ask: Verb:organized,TN: 128 Ask: Verb:organized,TN: 128 Ask: Verb:organized,TN: 128 Ask: Verb:organized,TN: 128 Ask: Verb:organized
164,TN: 131 Ask: Verb:is,TN: 128 Ask: Verb:is,TN: 125 Ask: Verb:is,TN: 129 Ask: Verb:is,TN: 129 Ask: Verb:is,TN: 129 Ask: Verb:is,TN: 129 Ask: Verb:is
165,TN: 132 Ask: Verb:supported,TN: 129 Ask: Verb:supported,FP: 11 Ask:PERFORM Verb:supported,TN: 130 Ask: Verb:supported,TN: 130 Ask: Verb:supported,TN: 130 Ask: Verb:supported,TN: 130 Ask: Verb:supported
166,TP: 2 Ask:PERFORM Verb:take,TP: 4 Ask:PERFORM Verb:take,TP: 18 Ask:PERFORM Verb:take,TP: 16 Ask:PERFORM Verb:take,TP: 17 Ask:PERFORM Verb:take,TP: 17 Ask:PERFORM Verb:take,TP: 17 Ask:PERFORM Verb:take
167,TN: 133 Ask: Verb:own,TN: 130 Ask: Verb:own,TN: 126 Ask: Verb:own,TN: 131 Ask: Verb:own,TN: 131 Ask: Verb:own,TN: 131 Ask: Verb:own,TN: 131 Ask: Verb:own
168,TN: 134 Ask: Verb:invite,TN: 131 Ask: Verb:invite,TN: 127 Ask: Verb:invite,TN: 132 Ask: Verb:invite,TN: 132 Ask: Verb:invite,TN: 132 Ask: Verb:invite,TN: 132 Ask: Verb:invite
169,TN: 135 Ask: Verb:organizing,TN: 132 Ask: Verb:organizing,TN: 128 Ask: Verb:organizing,TN: 133 Ask: Verb:organizing,TN: 133 Ask: Verb:organizing,TN: 133 Ask: Verb:organizing,TN: 133 Ask: Verb:organizing
170,FN: 29 Ask: Verb:join,FN: 23 Ask: Verb:join,FN: 13 Ask: Verb:join,FN: 15 Ask: Verb:join,FN: 14 Ask: Verb:join,FN: 14 Ask: Verb:join,FN: 14 Ask: Verb:join
171,TN: 136 Ask: Verb:elements,TN: 133 Ask: Verb:elements,TN: 129 Ask: Verb:elements,TN: 134 Ask: Verb:elements,TN: 134 Ask: Verb:elements,TN: 134 Ask: Verb:elements,TN: 134 Ask: Verb:elements
172,TN: 137 Ask: Verb:are,TN: 134 Ask: Verb:are,TN: 130 Ask: Verb:are,TN: 135 Ask: Verb:are,TN: 135 Ask: Verb:are,TN: 135 Ask: Verb:are,TN: 135 Ask: Verb:are
173,TN: 138 Ask: Verb:enjoy,TN: 135 Ask: Verb:enjoy,TN: 131 Ask: Verb:enjoy,TN: 136 Ask: Verb:enjoy,TN: 136 Ask: Verb:enjoy,TN: 136 Ask: Verb:enjoy,TN: 136 Ask: Verb:enjoy
174,FN: 30 Ask: Verb:joining,FN: 24 Ask: Verb:joining,FN: 14 Ask: Verb:joining,FN: 16 Ask: Verb:joining,FN: 15 Ask: Verb:joining,FN: 15 Ask: Verb:joining,FN: 15 Ask: Verb:joining
175,TN: 139 Ask: Verb:networking,TN: 136 Ask: Verb:networking,TN: 132 Ask: Verb:networking,TN: 137 Ask: Verb:networking,TN: 137 Ask: Verb:networking,TN: 137 Ask: Verb:networking,TN: 137 Ask: Verb:networking
176,TN: 140 Ask: Verb:get,TN: 137 Ask: Verb:get,TN: 133 Ask: Verb:get,TN: 138 Ask: Verb:get,TN: 138 Ask: Verb:get,TN: 138 Ask: Verb:get,TN: 138 Ask: Verb:get
177,TN: 141 Ask: Verb:value,FP: 12 Ask:PERFORM Verb:value,FP: 12 Ask:PERFORM Verb:value,FP: 7 Ask:PERFORM Verb:value,FP: 7 Ask:PERFORM Verb:value,FP: 7 Ask:PERFORM Verb:value,FP: 7 Ask:PERFORM Verb:value
178,FN: 31 Ask: Verb:joining,FN: 25 Ask: Verb:joining,FN: 15 Ask: Verb:joining,FN: 17 Ask: Verb:joining,FN: 16 Ask: Verb:joining,FN: 16 Ask: Verb:joining,FN: 16 Ask: Verb:joining
179,TN: 142 Ask: Verb:shape,TN: 138 Ask: Verb:shape,TN: 134 Ask: Verb:shape,TN: 139 Ask: Verb:shape,TN: 139 Ask: Verb:shape,TN: 139 Ask: Verb:shape,TN: 139 Ask: Verb:shape
180,FN: 32 Ask: Verb:contribute,TP: 5 Ask:GIVE Verb:contribute,TP: 19 Ask:GIVE Verb:contribute,TP: 17 Ask:GIVE Verb:contribute,TP: 18 Ask:GIVE Verb:contribute,TP: 18 Ask:GIVE Verb:contribute,TP: 18 Ask:GIVE Verb:contribute
181,TN: 143 Ask: Verb:enjoy,TN: 139 Ask: Verb:enjoy,TN: 135 Ask: Verb:enjoy,TN: 140 Ask: Verb:enjoy,TN: 140 Ask: Verb:enjoy,TN: 140 Ask: Verb:enjoy,TN: 140 Ask: Verb:enjoy
182,TN: 144 Ask: Verb:offer,FP: 13 Ask:GIVE Verb:offer,FP: 13 Ask:GIVE Verb:offer,FP: 8 Ask:GIVE Verb:offer,FP: 8 Ask:GIVE Verb:offer,FP: 8 Ask:GIVE Verb:offer,FP: 8 Ask:GIVE Verb:offer
183,TN: 145 Ask: Verb:1,TN: 140 Ask: Verb:1,TN: 136 Ask: Verb:1,TN: 141 Ask: Verb:1,TN: 141 Ask: Verb:1,TN: 141 Ask: Verb:1,TN: 141 Ask: Verb:1
184,FN: 33 Ask: Verb:join,FN: 26 Ask: Verb:join,FN: 16 Ask: Verb:join,FN: 18 Ask: Verb:join,FN: 17 Ask: Verb:join,FN: 17 Ask: Verb:join,FN: 17 Ask: Verb:join
185,FN: 34 Ask: Verb:asses,FN: 27 Ask: Verb:asses,FN: 17 Ask: Verb:asses,FN: 19 Ask: Verb:asses,FN: 18 Ask: Verb:asses,FN: 18 Ask: Verb:asses,FN: 18 Ask: Verb:asses
