FRAMING RESULTS,,,,,,,
91,TN: 83 Framing: Verb:sold,TN: 85 Framing: Verb:sold,TN: 86 Framing: Verb:sold,TN: 86 Framing: Verb:sold,TN: 86 Framing: Verb:sold,TN: 86 Framing: Verb:sold,TN: 86 Framing: Verb:sold
92,TN: 84 Framing: Verb:terms,TN: 86 Framing: Verb:terms,TN: 87 Framing: Verb:terms,TN: 87 Framing: Verb:terms,TN: 87 Framing: Verb:terms,TN: 87 Framing: Verb:terms,TN: 87 Framing: Verb:terms
93,TN: 85 Framing: Verb:conditions,TN: 87 Framing: Verb:conditions,TN: 88 Framing: Verb:conditions,TN: 88 Framing: Verb:conditions,TN: 88 Framing: Verb:conditions,TN: 88 Framing: Verb:conditions,TN: 88 Framing: Verb:conditions
94,TN: 86 Framing: Verb:send,TN: 88 Framing: Verb:send,TN: 89 Framing: Verb:send,TN: 89 Framing: Verb:send,TN: 89 Framing: Verb:send,TN: 89 Framing: Verb:send,TN: 89 Framing: Verb:send
95,TN: 87 Framing: Verb:do,TN: 89 Framing: Verb:do,TN: 90 Framing: Verb:do,TN: 90 Framing: Verb:do,TN: 90 Framing: Verb:do,TN: 90 Framing: Verb:do,TN: 90 Framing: Verb:do
96,TP: 2 Framing:LOSE Verb:lose,FN: 1 Framing: Verb:lose,TP: 5 Framing:LOSE Verb:lose,TP: 5 Framing:LOSE Verb:lose,TP: 5 Framing:LOSE Verb:lose,TP: 5 Framing:LOSE Verb:lose,TP: 5 Framing:LOSE Verb:lose
97,FN: 5 Framing: Verb:won,TP: 5 Framing:GAIN Verb:won,TP: 6 Framing:GAIN Verb:won,TP: 6 Framing:GAIN Verb:won,TP: 6 Framing:GAIN Verb:won,TP: 6 Framing:GAIN Verb:won,TP: 6 Framing:GAIN Verb:won
98,FP: 4 Framing:GAIN Verb:have,TN: 90 Framing: Verb:have,TN: 91 Framing: Verb:have,TN: 91 Framing: Verb:have,TN: 91 Framing: Verb:have,TN: 91 Framing: Verb:have,TN: 91 Framing: Verb:have
99,TN: 88 Framing: Verb:respond,TN: 91 Framing: Verb:respond,TN: 92 Framing: Verb:respond,TN: 92 Framing: Verb:respond,TN: 92 Framing: Verb:respond,TN: 92 Framing: Verb:respond,TN: 92 Framing: Verb:respond
100,TN: 89 Framing: Verb:star,FP: 3 Framing:LOSE Verb:star,TN: 93 Framing: Verb:star,TN: 93 Framing: Verb:star,TN: 93 Framing: Verb:star,TN: 93 Framing: Verb:star,TN: 93 Framing: Verb:star
101,TN: 90 Framing: Verb:be,TN: 92 Framing: Verb:be,TN: 94 Framing: Verb:be,TN: 94 Framing: Verb:be,TN: 94 Framing: Verb:be,TN: 94 Framing: Verb:be,TN: 94 Framing: Verb:be
102,TN: 91 Framing: Verb:featured,TN: 93 Framing: Verb:featured,TN: 95 Framing: Verb:featured,TN: 95 Framing: Verb:featured,TN: 95 Framing: Verb:featured,TN: 95 Framing: Verb:featured,TN: 95 Framing: Verb:featured
103,FN: 6 Framing: Verb:win,TP: 6 Framing:GAIN Verb:win,TP: 7 Framing:GAIN Verb:win,TP: 7 Framing:GAIN Verb:win,TP: 7 Framing:GAIN Verb:win,TP: 7 Framing:GAIN Verb:win,TP: 7 Framing:GAIN Verb:win
104,TN: 92 Framing: Verb:pets,TN: 94 Framing: Verb:pets,TN: 96 Framing: Verb:pets,TN: 96 Framing: Verb:pets,TN: 96 Framing: Verb:pets,TN: 96 Framing: Verb:pets,TN: 96 Framing: Verb:pets
105,TN: 93 Framing: Verb:brought,TN: 95 Framing: Verb:brought,TN: 97 Framing: Verb:brought,TN: 97 Framing: Verb:brought,TN: 97 Framing: Verb:brought,TN: 97 Framing: Verb:brought,TN: 97 Framing: Verb:brought
106,TN: 94 Framing: Verb:is,TN: 96 Framing: Verb:is,TN: 98 Framing: Verb:is,TN: 98 Framing: Verb:is,TN: 98 Framing: Verb:is,TN: 98 Framing: Verb:is,TN: 98 Framing: Verb:is
107,TN: 95 Framing: Verb:DogsAreFun.com,TN: 97 Framing: Verb:DogsAreFun.com,TN: 99 Framing: Verb:DogsAreFun.com,TN: 99 Framing: Verb:DogsAreFun.com,TN: 99 Framing: Verb:DogsAreFun.com,TN: 99 Framing: Verb:DogsAreFun.com,TN: 99 Framing: Verb:DogsAreFun.com
108,TN: 96 Framing: Verb:contest,TN: 98 Framing: Verb:contest,TN: 100 Framing: Verb:contest,TN: 100 Framing: Verb:contest,TN: 100 Framing: Verb:contest,TN: 100 Framing: Verb:contest,TN: 100 Framing: Verb:contest
109,TN: 97 Framing: Verb:this,TN: 99 Framing: Verb:this,TN: 101 Framing: Verb:this,TN: 101 Framing: Verb:this,TN: 101 Framing: Verb:this,TN: 101 Framing: Verb:this,TN: 101 Framing: Verb:this
110,TN: 98 Framing: Verb:enter,TN: 100 Framing: Verb:enter,TN: 102 Framing: Verb:enter,TN: 102 Framing: Verb:enter,TN: 102 Framing: Verb:enter,TN: 102 Framing: Verb:enter,TN: 102 Framing: Verb:enter
111,FP: 5 Framing:GAIN Verb:have,TN: 101 Framing: Verb:have,TN: 103 Framing: Verb:have,TN: 103 Framing: Verb:have,TN: 103 Framing: Verb:have,TN: 103 Framing: Verb:have,TN: 103 Framing: Verb:have
112,TN: 99 Framing: Verb:featured,TN: 102 Framing: Verb:featured,TN: 104 Framing: Verb:featured,TN: 104 Framing: Verb:featured,TN: 104 Framing: Verb:featured,TN: 104 Framing: Verb:featured,TN: 104 Framing: Verb:featured
113,TN: 100 Framing: Verb:plus,TN: 103 Framing: Verb:plus,TN: 105 Framing: Verb:plus,TN: 105 Framing: Verb:plus,TN: 105 Framing: Verb:plus,TN: 105 Framing: Verb:plus,TN: 105 Framing: Verb:plus
114,TN: 101 Framing: Verb:by,TN: 104 Framing: Verb:by,TN: 106 Framing: Verb:by,TN: 106 Framing: Verb:by,TN: 106 Framing: Verb:by,TN: 106 Framing: Verb:by,TN: 106 Framing: Verb:by
115,TN: 102 Framing: Verb:enter,TN: 105 Framing: Verb:enter,TN: 107 Framing: Verb:enter,TN: 107 Framing: Verb:enter,TN: 107 Framing: Verb:enter,TN: 107 Framing: Verb:enter,TN: 107 Framing: Verb:enter
116,TN: 103 Framing: Verb:submit,TN: 106 Framing: Verb:submit,TN: 108 Framing: Verb:submit,TN: 108 Framing: Verb:submit,TN: 108 Framing: Verb:submit,TN: 108 Framing: Verb:submit,TN: 108 Framing: Verb:submit
117,TN: 104 Framing: Verb:all,TN: 107 Framing: Verb:all,TN: 109 Framing: Verb:all,TN: 109 Framing: Verb:all,TN: 109 Framing: Verb:all,TN: 109 Framing: Verb:all,TN: 109 Framing: Verb:all
118,TN: 105 Framing: Verb:categories,TN: 108 Framing: Verb:categories,TN: 110 Framing: Verb:categories,TN: 110 Framing: Verb:categories,TN: 110 Framing: Verb:categories,TN: 110 Framing: Verb:categories,TN: 110 Framing: Verb:categories
119,TN: 106 Framing: Verb:following,TN: 109 Framing: Verb:following,TN: 111 Framing: Verb:following,TN: 111 Framing: Verb:following,TN: 111 Framing: Verb:following,TN: 111 Framing: Verb:following,TN: 111 Framing: Verb:following
120,TN: 107 Framing: Verb:dog,TN: 110 Framing: Verb:dog,TN: 112 Framing: Verb:dog,TN: 112 Framing: Verb:dog,TN: 112 Framing: Verb:dog,TN: 112 Framing: Verb:dog,TN: 112 Framing: Verb:dog
121,TN: 108 Framing: Verb:presented,TN: 111 Framing: Verb:presented,TN: 113 Framing: Verb:presented,TN: 113 Framing: Verb:presented,TN: 113 Framing: Verb:presented,TN: 113 Framing: Verb:presented,TN: 113 Framing: Verb:presented
122,TP: 3 Framing:GAIN Verb:get,TP: 7 Framing:GAIN Verb:get,TP: 8 Framing:GAIN Verb:get,TP: 8 Framing:GAIN Verb:get,TP: 8 Framing:GAIN Verb:get,TP: 8 Framing:GAIN Verb:get,TP: 8 Framing:GAIN Verb:get
123,TN: 109 Framing: Verb:presented,TN: 112 Framing: Verb:presented,TN: 114 Framing: Verb:presented,TN: 114 Framing: Verb:presented,TN: 114 Framing: Verb:presented,TN: 114 Framing: Verb:presented,TN: 114 Framing: Verb:presented
124,TN: 110 Framing: Verb:sleeping,TN: 113 Framing: Verb:sleeping,TN: 115 Framing: Verb:sleeping,TN: 115 Framing: Verb:sleeping,TN: 115 Framing: Verb:sleeping,TN: 115 Framing: Verb:sleeping,TN: 115 Framing: Verb:sleeping
125,FN: 7 Framing: Verb:pick,TP: 8 Framing:GAIN Verb:pick,TP: 9 Framing:GAIN Verb:pick,TP: 9 Framing:GAIN Verb:pick,TP: 9 Framing:GAIN Verb:pick,TP: 9 Framing:GAIN Verb:pick,TP: 9 Framing:GAIN Verb:pick
126,TN: 111 Framing: Verb:submit,TN: 114 Framing: Verb:submit,TN: 116 Framing: Verb:submit,TN: 116 Framing: Verb:submit,TN: 116 Framing: Verb:submit,TN: 116 Framing: Verb:submit,TN: 116 Framing: Verb:submit
127,TN: 112 Framing: Verb:vote,TN: 115 Framing: Verb:vote,TN: 117 Framing: Verb:vote,TN: 117 Framing: Verb:vote,TN: 117 Framing: Verb:vote,TN: 117 Framing: Verb:vote,TN: 117 Framing: Verb:vote
128,TN: 113 Framing: Verb:three,TN: 116 Framing: Verb:three,TN: 118 Framing: Verb:three,TN: 118 Framing: Verb:three,TN: 118 Framing: Verb:three,TN: 118 Framing: Verb:three,TN: 118 Framing: Verb:three
129,TN: 114 Framing: Verb:winners,TN: 117 Framing: Verb:winners,TN: 119 Framing: Verb:winners,TN: 119 Framing: Verb:winners,TN: 119 Framing: Verb:winners,TN: 119 Framing: Verb:winners,TN: 119 Framing: Verb:winners
130,TN: 115 Framing: Verb:are,TN: 118 Framing: Verb:are,TN: 120 Framing: Verb:are,TN: 120 Framing: Verb:are,TN: 120 Framing: Verb:are,TN: 120 Framing: Verb:are,TN: 120 Framing: Verb:are
131,TN: 116 Framing: Verb:waiting,TN: 119 Framing: Verb:waiting,TN: 121 Framing: Verb:waiting,TN: 121 Framing: Verb:waiting,TN: 121 Framing: Verb:waiting,TN: 121 Framing: Verb:waiting,TN: 121 Framing: Verb:waiting
132,TN: 117 Framing: Verb:ends,TN: 120 Framing: Verb:ends,TN: 122 Framing: Verb:ends,TN: 122 Framing: Verb:ends,TN: 122 Framing: Verb:ends,TN: 122 Framing: Verb:ends,TN: 122 Framing: Verb:ends
133,TN: 118 Framing: Verb:starts,TN: 121 Framing: Verb:starts,TN: 123 Framing: Verb:starts,TN: 123 Framing: Verb:starts,TN: 123 Framing: Verb:starts,TN: 123 Framing: Verb:starts,TN: 123 Framing: Verb:starts
134,TN: 119 Framing: Verb:reserved,FP: 4 Framing:GAIN Verb:reserved,FP: 1 Framing:GAIN Verb:reserved,FP: 1 Framing:GAIN Verb:reserved,FP: 1 Framing:GAIN Verb:reserved,FP: 1 Framing:GAIN Verb:reserved,FP: 1 Framing:GAIN Verb:reserved
135,TN: 120 Framing: Verb:©,TN: 122 Framing: Verb:©,TN: 124 Framing: Verb:©,TN: 124 Framing: Verb:©,TN: 124 Framing: Verb:©,TN: 124 Framing: Verb:©,TN: 124 Framing: Verb:©
136,TN: 121 Framing: Verb:media,TN: 123 Framing: Verb:media,TN: 125 Framing: Verb:media,TN: 125 Framing: Verb:media,TN: 125 Framing: Verb:media,TN: 125 Framing: Verb:media,TN: 125 Framing: Verb:media
137,TN: 122 Framing: Verb:|,TN: 124 Framing: Verb:|,TN: 126 Framing: Verb:|,TN: 126 Framing: Verb:|,TN: 126 Framing: Verb:|,TN: 126 Framing: Verb:|,TN: 126 Framing: Verb:|
138,TN: 123 Framing: Verb:avenue,TN: 125 Framing: Verb:avenue,TN: 127 Framing: Verb:avenue,TN: 127 Framing: Verb:avenue,TN: 127 Framing: Verb:avenue,TN: 127 Framing: Verb:avenue,TN: 127 Framing: Verb:avenue
139,TN: 124 Framing: Verb:intended,FP: 5 Framing:LOSE Verb:intended,TN: 128 Framing: Verb:intended,TN: 128 Framing: Verb:intended,TN: 128 Framing: Verb:intended,TN: 128 Framing: Verb:intended,TN: 128 Framing: Verb:intended
140,TN: 125 Framing: Verb:was,TN: 126 Framing: Verb:was,TN: 129 Framing: Verb:was,TN: 129 Framing: Verb:was,TN: 129 Framing: Verb:was,TN: 129 Framing: Verb:was,TN: 129 Framing: Verb:was
141,TN: 126 Framing: Verb:policy,TN: 127 Framing: Verb:policy,TN: 130 Framing: Verb:policy,TN: 130 Framing: Verb:policy,TN: 130 Framing: Verb:policy,TN: 130 Framing: Verb:policy,TN: 130 Framing: Verb:policy
142,TN: 127 Framing: Verb:|,TN: 128 Framing: Verb:|,TN: 131 Framing: Verb:|,TN: 131 Framing: Verb:|,TN: 131 Framing: Verb:|,TN: 131 Framing: Verb:|,TN: 131 Framing: Verb:|
143,TN: 128 Framing: Verb:unsubscribe,TN: 129 Framing: Verb:unsubscribe,TN: 132 Framing: Verb:unsubscribe,TN: 132 Framing: Verb:unsubscribe,TN: 132 Framing: Verb:unsubscribe,TN: 132 Framing: Verb:unsubscribe,TN: 132 Framing: Verb:unsubscribe
144,TN: 129 Framing: Verb:view,TN: 130 Framing: Verb:view,TN: 133 Framing: Verb:view,TN: 133 Framing: Verb:view,TN: 133 Framing: Verb:view,TN: 133 Framing: Verb:view,TN: 133 Framing: Verb:view
145,FN: 8 Framing: Verb:receive,FN: 2 Framing: Verb:receive,FN: 2 Framing: Verb:receive,FN: 2 Framing: Verb:receive,FN: 2 Framing: Verb:receive,FN: 2 Framing: Verb:receive,FN: 2 Framing: Verb:receive
146,TN: 130 Framing: Verb:is,TN: 131 Framing: Verb:is,TN: 134 Framing: Verb:is,TN: 134 Framing: Verb:is,TN: 134 Framing: Verb:is,TN: 134 Framing: Verb:is,TN: 134 Framing: Verb:is
147,TN: 131 Framing: Verb:done,TN: 132 Framing: Verb:done,TN: 135 Framing: Verb:done,TN: 135 Framing: Verb:done,TN: 135 Framing: Verb:done,TN: 135 Framing: Verb:done,TN: 135 Framing: Verb:done
148,TN: 132 Framing: Verb:assured,TN: 133 Framing: Verb:assured,TN: 136 Framing: Verb:assured,TN: 136 Framing: Verb:assured,TN: 136 Framing: Verb:assured,TN: 136 Framing: Verb:assured,TN: 136 Framing: Verb:assured
149,TN: 133 Framing: Verb:help,TN: 134 Framing: Verb:help,TN: 137 Framing: Verb:help,TN: 137 Framing: Verb:help,TN: 137 Framing: Verb:help,TN: 137 Framing: Verb:help,TN: 137 Framing: Verb:help
150,TN: 134 Framing: Verb:are,TN: 135 Framing: Verb:are,TN: 138 Framing: Verb:are,TN: 138 Framing: Verb:are,TN: 138 Framing: Verb:are,TN: 138 Framing: Verb:are,TN: 138 Framing: Verb:are
151,TN: 135 Framing: Verb:free,TN: 136 Framing: Verb:free,TN: 139 Framing: Verb:free,TN: 139 Framing: Verb:free,TN: 139 Framing: Verb:free,TN: 139 Framing: Verb:free,TN: 139 Framing: Verb:free
152,TN: 136 Framing: Verb:write,TN: 137 Framing: Verb:write,TN: 140 Framing: Verb:write,TN: 140 Framing: Verb:write,TN: 140 Framing: Verb:write,TN: 140 Framing: Verb:write,TN: 140 Framing: Verb:write
153,TN: 137 Framing: Verb:filing,TN: 138 Framing: Verb:filing,TN: 141 Framing: Verb:filing,TN: 141 Framing: Verb:filing,TN: 141 Framing: Verb:filing,TN: 141 Framing: Verb:filing,TN: 141 Framing: Verb:filing
154,TN: 138 Framing: Verb:sarah,TN: 139 Framing: Verb:sarah,TN: 142 Framing: Verb:sarah,TN: 142 Framing: Verb:sarah,TN: 142 Framing: Verb:sarah,TN: 142 Framing: Verb:sarah,TN: 142 Framing: Verb:sarah
155,TN: 139 Framing: Verb:send,TN: 140 Framing: Verb:send,TN: 143 Framing: Verb:send,TN: 143 Framing: Verb:send,TN: 143 Framing: Verb:send,TN: 143 Framing: Verb:send,TN: 143 Framing: Verb:send
156,TP: 4 Framing:GAIN Verb:get,TP: 9 Framing:GAIN Verb:get,TP: 10 Framing:GAIN Verb:get,TP: 10 Framing:GAIN Verb:get,TP: 10 Framing:GAIN Verb:get,TP: 10 Framing:GAIN Verb:get,TP: 10 Framing:GAIN Verb:get
157,TN: 140 Framing: Verb:regards,TN: 141 Framing: Verb:regards,TN: 144 Framing: Verb:regards,TN: 144 Framing: Verb:regards,TN: 144 Framing: Verb:regards,TN: 144 Framing: Verb:regards,TN: 144 Framing: Verb:regards
158,TN: 141 Framing: Verb:linden,TN: 142 Framing: Verb:linden,TN: 145 Framing: Verb:linden,TN: 145 Framing: Verb:linden,TN: 145 Framing: Verb:linden,TN: 145 Framing: Verb:linden,TN: 145 Framing: Verb:linden
159,TN: 142 Framing: Verb:johnson,TN: 143 Framing: Verb:johnson,TN: 146 Framing: Verb:johnson,TN: 146 Framing: Verb:johnson,TN: 146 Framing: Verb:johnson,TN: 146 Framing: Verb:johnson,TN: 146 Framing: Verb:johnson
160,TN: 143 Framing: Verb:invitation,TN: 144 Framing: Verb:invitation,TN: 147 Framing: Verb:invitation,TN: 147 Framing: Verb:invitation,TN: 147 Framing: Verb:invitation,TN: 147 Framing: Verb:invitation,TN: 147 Framing: Verb:invitation
161,TN: 144 Framing: Verb:held,TN: 145 Framing: Verb:held,TN: 148 Framing: Verb:held,TN: 148 Framing: Verb:held,TN: 148 Framing: Verb:held,TN: 148 Framing: Verb:held,TN: 148 Framing: Verb:held
162,TN: 145 Framing: Verb:be,TN: 146 Framing: Verb:be,TN: 149 Framing: Verb:be,TN: 149 Framing: Verb:be,TN: 149 Framing: Verb:be,TN: 149 Framing: Verb:be,TN: 149 Framing: Verb:be
163,TN: 146 Framing: Verb:organized,TN: 147 Framing: Verb:organized,TN: 150 Framing: Verb:organized,TN: 150 Framing: Verb:organized,TN: 150 Framing: Verb:organized,TN: 150 Framing: Verb:organized,TN: 150 Framing: Verb:organized
164,TN: 147 Framing: Verb:is,TN: 148 Framing: Verb:is,TN: 151 Framing: Verb:is,TN: 151 Framing: Verb:is,TN: 151 Framing: Verb:is,TN: 151 Framing: Verb:is,TN: 151 Framing: Verb:is
165,TN: 148 Framing: Verb:supported,FP: 6 Framing:LOSE Verb:supported,TN: 152 Framing: Verb:supported,TN: 152 Framing: Verb:supported,TN: 152 Framing: Verb:supported,TN: 152 Framing: Verb:supported,TN: 152 Framing: Verb:supported
166,TN: 149 Framing: Verb:take,TN: 149 Framing: Verb:take,TN: 153 Framing: Verb:take,TN: 153 Framing: Verb:take,TN: 153 Framing: Verb:take,TN: 153 Framing: Verb:take,TN: 153 Framing: Verb:take
167,TN: 150 Framing: Verb:own,TN: 150 Framing: Verb:own,TN: 154 Framing: Verb:own,TN: 154 Framing: Verb:own,TN: 154 Framing: Verb:own,TN: 154 Framing: Verb:own,TN: 154 Framing: Verb:own
168,TN: 151 Framing: Verb:invite,TN: 151 Framing: Verb:invite,TN: 155 Framing: Verb:invite,TN: 155 Framing: Verb:invite,TN: 155 Framing: Verb:invite,TN: 155 Framing: Verb:invite,TN: 155 Framing: Verb:invite
169,TN: 152 Framing: Verb:organizing,TN: 152 Framing: Verb:organizing,TN: 156 Framing: Verb:organizing,TN: 156 Framing: Verb:organizing,TN: 156 Framing: Verb:organizing,TN: 156 Framing: Verb:organizing,TN: 156 Framing: Verb:organizing
170,TN: 153 Framing: Verb:join,TN: 153 Framing: Verb:join,TN: 157 Framing: Verb:join,TN: 157 Framing: Verb:join,TN: 157 Framing: Verb:join,TN: 157 Framing: Verb:join,TN: 157 Framing: Verb:join
171,TN: 154 Framing: Verb:elements,TN: 154 Framing: Verb:elements,TN: 158 Framing: Verb:elements,TN: 158 Framing: Verb:elements,TN: 158 Framing: Verb:elements,TN: 158 Framing: Verb:elements,TN: 158 Framing: Verb:elements
172,TN: 155 Framing: Verb:are,TN: 155 Framing: Verb:are,TN: 159 Framing: Verb:are,TN: 159 Framing: Verb:are,TN: 159 Framing: Verb:are,TN: 159 Framing: Verb:are,TN: 159 Framing: Verb:are
173,FN: 9 Framing: Verb:enjoy,FP: 7 Framing:LOSE Verb:enjoy,FN: 3 Framing: Verb:enjoy,FN: 3 Framing: Verb:enjoy,FN: 3 Framing: Verb:enjoy,FN: 3 Framing: Verb:enjoy,FN: 3 Framing: Verb:enjoy
174,TN: 156 Framing: Verb:joining,TN: 156 Framing: Verb:joining,TN: 160 Framing: Verb:joining,TN: 160 Framing: Verb:joining,TN: 160 Framing: Verb:joining,TN: 160 Framing: Verb:joining,TN: 160 Framing: Verb:joining
175,FN: 10 Framing: Verb:networking,FN: 3 Framing: Verb:networking,FN: 4 Framing: Verb:networking,FN: 4 Framing: Verb:networking,FN: 4 Framing: Verb:networking,FN: 4 Framing: Verb:networking,FN: 4 Framing: Verb:networking
176,TP: 5 Framing:GAIN Verb:get,TP: 10 Framing:GAIN Verb:get,TP: 11 Framing:GAIN Verb:get,TP: 11 Framing:GAIN Verb:get,TP: 11 Framing:GAIN Verb:get,TP: 11 Framing:GAIN Verb:get,TP: 11 Framing:GAIN Verb:get
177,TN: 157 Framing: Verb:value,TN: 157 Framing: Verb:value,TN: 161 Framing: Verb:value,TN: 161 Framing: Verb:value,TN: 161 Framing: Verb:value,TN: 161 Framing: Verb:value,TN: 161 Framing: Verb:value
178,TN: 158 Framing: Verb:joining,TN: 158 Framing: Verb:joining,TN: 162 Framing: Verb:joining,TN: 162 Framing: Verb:joining,TN: 162 Framing: Verb:joining,TN: 162 Framing: Verb:joining,TN: 162 Framing: Verb:joining
179,TN: 159 Framing: Verb:shape,TN: 159 Framing: Verb:shape,TN: 163 Framing: Verb:shape,TN: 163 Framing: Verb:shape,TN: 163 Framing: Verb:shape,TN: 163 Framing: Verb:shape,TN: 163 Framing: Verb:shape
180,TN: 160 Framing: Verb:contribute,TN: 160 Framing: Verb:contribute,TN: 164 Framing: Verb:contribute,TN: 164 Framing: Verb:contribute,TN: 164 Framing: Verb:contribute,TN: 164 Framing: Verb:contribute,TN: 164 Framing: Verb:contribute
181,FN: 11 Framing: Verb:enjoy,FP: 8 Framing:LOSE Verb:enjoy,FN: 5 Framing: Verb:enjoy,FN: 5 Framing: Verb:enjoy,FN: 5 Framing: Verb:enjoy,FN: 5 Framing: Verb:enjoy,FN: 5 Framing: Verb:enjoy
182,TN: 161 Framing: Verb:offer,TN: 161 Framing: Verb:offer,TN: 165 Framing: Verb:offer,TN: 165 Framing: Verb:offer,TN: 165 Framing: Verb:offer,TN: 165 Framing: Verb:offer,TN: 165 Framing: Verb:offer
183,TN: 162 Framing: Verb:1,TN: 162 Framing: Verb:1,TN: 166 Framing: Verb:1,TN: 166 Framing: Verb:1,TN: 166 Framing: Verb:1,TN: 166 Framing: Verb:1,TN: 166 Framing: Verb:1
184,TN: 163 Framing: Verb:join,TN: 163 Framing: Verb:join,TN: 167 Framing: Verb:join,TN: 167 Framing: Verb:join,TN: 167 Framing: Verb:join,TN: 167 Framing: Verb:join,TN: 167 Framing: Verb:join
185,TN: 164 Framing: Verb:asses,TN: 164 Framing: Verb:asses,TN: 168 Framing: Verb:asses,TN: 168 Framing: Verb:asses,TN: 168 Framing: Verb:asses,TN: 168 Framing: Verb:asses,TN: 168 Framing: Verb:asses
186,TN: 165 Framing: Verb:2,TN: 165 Framing: Verb:2,TN: 169 Framing: Verb:2,TN: 169 Framing: Verb:2,TN: 169 Framing: Verb:2,TN: 169 Framing: Verb:2,TN: 169 Framing: Verb:2
